call_id,rep_id,hcp_id,call_date,call_type,duration_min
C004723,REP022,HCP0154,2024-06-10,  Virtual,19.3
C000094,REP001,HCP0023,27-Jan-2024,In-Person,19.0
C006022,REP027,HCP0288,2024-07-23,  In-Person,40.0
C007896,REP036,HCP0207,08-Feb-2024,Phone,7.6
C002255,REP011,HCP0428,2024-10-18,In-Person,8.1
C004557,REP021,HCP0300,15-Mar-2024,Virtual,20.8
C004869,REP022,HCP0024,2024-04-19,  In-Person,24.4
C000347,REP002,HCP0409,2024-08-05,In-Person,13.3
C006062,REP027,HCP0161,11-Feb-2024,In-Person,13.5
C004135,REP020,HCP0033,04/11/2024,Virtual,13.5
C002821,REP013,HCP0068,21-Sep-2024,In-Person,20.7
C003617,REP017,HCP0224,06/05/2024,In-Person,26.7
C006325,REP029,HCP0483,04/14/2024,Phone,9.5
C006803,REP031,HCP0331,11/11/2024,Virtual,21.1
C002589,REP012,HCP0029,22-Aug-2024,Virtual,23.3
C001781,REP009,HCP0551,02/03/2024,In-Person,30.6
C006512,REP030,HCP0091,23-Mar-2024,Virtual,
C002514,REP012,HCP0196,2024-02-29,In-Person,11.9
C001672,REP008,HCP0478,2024-10-17,In-Person,11.1
C002493,REP012,HCP0442,02/25/2024,In-Person,22.4
C005857,REP027,HCP0575,06/06/2024,In-Person,12.8
C002499,REP012,HCP0041,2024-07-29,In-Person,21.7
C001023,REP005,HCP0164,2024-03-02,In-Person,12.3
C008761,REP040,HCP0164,12/18/2024,In-Person,9.0
C005197,REP024,HCP0221,2024-04-05,Virtual,26.8
C005008,REP023,HCP0381,02/10/2024,Phone,20.5
C003860,REP018,HCP0148,01/04/2024,In-Person,15.6
C003602,REP017,HCP0375,25-Oct-2024,In-Person,20.5
C006725,REP031,HCP0303,2024-02-22,In-Person,4.9
C005181,REP024,HCP0171,02/29/2024,Phone,15.1
C000941,REP005,HCP0075,2024-02-03,In-Person,14.2
C003401,REP016,HCP0491,03-Nov-2024,In-Person,18.8
C007789,REP035,HCP0573,2024-03-26,In-Person,13.0
C003167,REP015,HCP0154,2024-07-17,In-Person,19.9
C004029,REP019,HCP0573,05/06/2024,In-Person,28.0
C002865,REP013,HCP0120,2024-11-27,In-Person,17.5
C007506,REP034,HCP0490,2024-11-20,Phone,17.1
C003133,REP014,HCP0098,2024-05-22,Phone,13.1
C002771,REP013,HCP0581,2024-04-07,Phone,19.7
C008677,REP039,HCP0531,04/04/2024,In-Person,17.2
C001340,REP007,HCP0372,06/22/2024,  In-Person,18.5
C003949,REP019,HCP0539,25-Mar-2024,In-Person,11.9
C005413,REP025,HCP0320,12-Nov-2024,In-Person,13.0
C008819,REP040,HCP0546,29-Feb-2024,Phone,9.0
C008813,REP040,HCP0497,10/17/2024,In-Person,14.5
C001011,REP005,HCP0013,2024-09-03,In-Person,15.2
C006446,REP029,HCP0328,08/19/2024,In-Person,24.2
C001384,REP007,HCP0422,01-Oct-2024,In-Person,9.8
C005115,REP023,HCP0548,2024-03-18,Phone,16.9
C004303,REP020,HCP0272,03/19/2024,In-Person,27.1
C004378,REP020,HCP0427,2024-03-05,In-Person,23.0
C007838,REP035,HCP0445,04-Nov-2024,In-Person,24.1
C004631,REP021,HCP0525,25-Aug-2024,Phone,29.0
C000334,REP002,HCP0228,2024-06-12,In-Person,25.7
C005906,REP027,HCP0528,2024-05-06,Phone,15.4
C002956,REP014,HCP0239,10/01/2024,In-Person,11.0
C003439,REP017,HCP0056,2024-04-22,Phone,15.8
C008657,REP039,HCP0416,07-Sep-2024,Phone,25.7
C000857,REP004,HCP0559,2024-05-21,Virtual,18.5
C005885,REP027,HCP0151,02/28/2024,Virtual,17.5
C006557,REP030,HCP0056,2024-08-04,In-Person,22.2
C000966,REP005,HCP0455,19-Jan-2024,In-Person,32.3
C008733,REP040,HCP0458,2024-11-05,Virtual,10.1
C001558,REP007,HCP0047,01-Aug-2024,Virtual,16.7
C007034,REP032,HCP0435,10/01/2024,In-Person,
C008059,REP036,HCP0550,01/31/2024,In-Person,10.0
C004276,REP020,HCP0450,2024-09-02,In-Person,20.1
C008686,REP039,HCP0328,11-Dec-2024,In-Person,33.4
C008218,REP037,HCP0434,12/13/2024,In-Person,2.0
C005483,REP025,HCP0284,2024-07-14,Virtual,14.7
C004620,REP021,HCP0280,11/17/2024,In-Person,24.6
C000024,REP001,HCP0063,04-Apr-2024,In-Person,11.0
C001127,REP005,HCP0251,2024-03-18,In-Person,10.3
C003647,REP017,HCP0309,10-Oct-2024,In-Person,21.3
C001091,REP005,HCP0404,12/18/2024,Virtual,28.2
C002084,REP010,HCP0309,2024-08-04,In-Person,20.3
C002606,REP012,HCP0408,26-Mar-2024,Virtual,18.2
C000593,REP003,HCP0198,16-Aug-2024,In-Person,12.6
C004120,REP020,HCP0146,27-Apr-2024,Phone,10.1
C007762,REP035,HCP0571,23-Dec-2024,Phone,2.0
C003746,REP018,HCP0524,01-Jan-2024,In-Person,11.6
C004568,REP021,HCP0204,04/19/2024,Virtual,23.0
C004415,REP021,HCP0364,10/19/2024,In-Person,20.2
C008175,REP037,HCP0338,16-Aug-2024,In-Person,14.8
C001740,REP009,HCP0343,2024-01-13,In-Person,17.6
C005862,REP027,HCP0546,04/23/2024,In-Person,14.9
C000767,REP004,HCP0470,11-Nov-2024,  In-Person,14.6
C001035,REP005,HCP0098,18-Sep-2024,In-Person,27.5
C004529,REP021,HCP0388,01-Nov-2024,In-Person,8.0
C002322,REP011,HCP0509,10/20/2024,Virtual,16.6
C000497,REP003,HCP0519,2024-05-24,Virtual,
C007233,REP033,HCP0198,12/17/2024,In-Person,
C008141,REP037,HCP0503,01-Dec-2024,In-Person,17.5
C007439,REP034,HCP0118,2024-12-24,Virtual,17.0
C000034,REP001,HCP0124,07-Feb-2024,Phone,16.0
C008148,REP037,HCP0443,12/02/2024,Phone,21.3
C000051,REP001,HCP0109,01/23/2024,Virtual,16.7
C001480,REP007,HCP0492,2024-05-30,Phone,21.7
C003834,REP018,HCP0107,07/13/2024,Virtual,28.1
C004770,REP022,HCP0548,02/22/2024,In-Person,13.8
C006158,REP028,HCP0329,2024-02-20,Phone,21.4
C006998,REP032,HCP0405,2024-02-22,In-Person,18.5
C000501,REP003,HCP0116,2024-06-18,In-Person,27.5
C000829,REP004,HCP0075,01/16/2024,In-Person,24.4
C004922,REP022,HCP0059,06/05/2024,Virtual,16.3
C003659,REP017,HCP0027,11/02/2024,Virtual,14.0
C008154,REP037,HCP0291,2024-01-30,In-Person,8.3
C005195,REP024,HCP0541,2024-05-15,In-Person,8.5
C007901,REP036,HCP0252,2024-02-10,In-Person,18.1
C005311,REP024,HCP0506,03-Nov-2024,In-Person,9.7
C004302,REP020,HCP0256,28-Oct-2024,In-Person,12.1
C000246,REP002,HCP0217,11/12/2024,In-Person,17.0
C000150,REP001,HCP0368,2024-11-08,Phone,10.5
C004588,REP021,HCP0385,11/18/2024,Virtual,23.2
C000186,REP001,HCP0278,03/12/2024,  In-Person,21.2
C005377,REP025,HCP0529,29-Sep-2024,In-Person,2.0
C006355,REP029,HCP0003,2024-05-29,Virtual,250.0
C000933,REP005,HCP0302,03/28/2024,In-Person,34.8
C004604,REP021,HCP0234,13-Feb-2024,In-Person,9.2
C003606,REP017,HCP0137,2024-04-19,Phone,17.1
C007481,REP034,HCP0054,01/22/2024,Phone,19.6
C000621,REP003,HCP0005,2024-01-03,In-Person,12.7
C001264,REP006,HCP0165,27-Sep-2024,Phone,13.3
C004848,REP022,HCP0559,2024-08-10,Phone,11.9
C000551,REP003,HCP0490,2024-12-24,Virtual,27.0
C001929,REP009,HCP0020,2024-10-16,In-Person,19.6
C002923,REP014,HCP0231,20-Jun-2024,Virtual,18.4
C000018,REP001,HCP0280,24-May-2024,Virtual,18.5
C000928,REP005,HCP0055,23-Apr-2024,Virtual,14.7
C004856,REP022,HCP0154,07/12/2024,Phone,16.9
C001150,REP005,HCP0497,2024-11-20,Virtual,19.5
C004217,REP020,HCP0149,01-Dec-2024,In-Person,12.8
C004133,REP020,HCP0318,10/24/2024,Phone,24.2
C004412,REP021,HCP0300,03/29/2024,  In-Person,12.7
C006929,REP032,HCP0035,2024-12-27,Phone,24.7
C003378,REP016,HCP0207,01/28/2024,In-Person,16.1
C001818,REP009,HCP0368,11/30/2024,In-Person ,14.4
C003957,REP019,HCP0080,10/21/2024,In-Person,21.4
C004305,REP020,HCP0132,04-Jun-2024,Virtual,24.5
C003460,REP017,HCP0400,2024-10-08,In-Person,17.7
C000169,REP001,HCP0023,26-Sep-2024,In-Person,20.5
C002190,REP011,HCP0083,28-Jun-2024,In-Person,7.5
C008486,REP038,HCP0162,2024-03-01,Virtual,12.2
C005634,REP026,HCP0257,06/17/2024,Phone,19.2
C002088,REP010,HCP0575,30-Apr-2024,Phone,
C001738,REP009,HCP0526,11/23/2024,In-Person,28.3
C003541,REP017,HCP0040,08-Feb-2024,Virtual,16.7
C002115,REP010,HCP0059,17-Mar-2024,In-Person,18.6
C002827,REP013,HCP0223,2024-11-03,In-Person,16.9
C005681,REP026,HCP0297,06-Oct-2024,Virtual,12.4
C001836,REP009,HCP0522,2024-12-09,In-Person,35.4
C000488,REP003,HCP0363,2024-10-27,In-Person,14.5
C001196,REP006,HCP0286,21-Mar-2024,Virtual,16.5
C007937,REP036,HCP0250,08/23/2024,In-Person,34.9
C003413,REP016,HCP0299,2024-03-27,In-Person,7.2
C001889,REP009,HCP0552,06/22/2024,In-Person,11.6
C007311,REP033,HCP0015,27-Jul-2024,Virtual,16.5
C002359,REP011,HCP0342,01/22/2024,In-Person,22.7
C008235,REP037,HCP0568,10/02/2024,In-Person,24.6
C007032,REP032,HCP0009,18-Feb-2024,In-Person,19.1
C006977,REP032,HCP0206,19-Oct-2024,Virtual,27.6
C004953,REP022,HCP0405,2024-05-09,In-Person,14.2
C001189,REP006,HCP0002,08/11/2024,In-Person,24.4
C003711,REP018,HCP0327,2024-11-04,Virtual,29.6
C001544,REP007,HCP0483,2024-11-29,In-Person ,20.0
C004360,REP020,HCP0430,24-May-2024,Phone ,22.2
C007008,REP032,HCP0139,01/24/2024,In-Person,24.2
C000354,REP002,HCP0354,29-Oct-2024,Virtual,15.4
C008477,REP038,HCP0109,27-Apr-2024,Virtual,12.6
C001513,REP007,HCP0168,14-Oct-2024,In-Person,16.2
C002681,REP013,HCP0375,2024-11-20,In-Person,20.1
C007013,REP032,HCP0069,2024-11-20,In-Person,34.3
C008474,REP038,HCP0262,2024-05-30,In-Person,14.2
C001784,REP009,HCP0329,16-Nov-2024,In-Person,17.6
C002985,REP014,HCP0568,03/12/2024,In-Person ,4.7
C002895,REP013,HCP0283,28-Jul-2024,  Virtual,16.1
C001373,REP007,HCP0271,07/11/2024,In-Person,14.8
C002408,REP011,HCP0252,2024-11-01,Phone,11.2
C006689,REP030,HCP0217,06/24/2024,In-Person,16.1
C005097,REP023,HCP0026,2024-05-03,In-Person,22.9
C008859,REP040,HCP0565,2024-11-19,In-Person,25.5
C000454,REP003,HCP0334,12/17/2024,Phone,13.4
C008318,REP037,HCP0092,07-Feb-2024,In-Person,22.4
C008236,REP037,HCP0543,05/01/2024,Virtual,8.5
C002603,REP012,HCP0363,2024-01-25,Virtual,28.2
C005738,REP026,HCP0536,2024-08-11,In-Person,19.5
C001766,REP009,HCP0392,2024-06-28,Virtual,18.6
C007909,REP036,HCP0052,2024-08-24,Virtual,14.5
C006262,REP028,HCP0522,30-Dec-2024,In-Person,16.5
C001579,REP008,HCP0353,02/05/2024,Virtual,11.3
C004210,REP020,HCP0256,06-Sep-2024,In-Person,15.0
C003699,REP018,HCP0148,12/12/2024,Phone,19.7
C007359,REP034,HCP0415,2024-08-25,In-Person,
C006735,REP031,HCP0461,22-Apr-2024,In-Person,19.3
C007899,REP036,HCP0331,30-Jan-2024,In-Person,12.9
C004764,REP022,HCP0182,08-Jan-2024,Virtual,9.1
C007177,REP033,HCP0236,2024-09-24,In-Person,14.7
C004465,REP021,HCP0584,10/18/2024,Virtual,14.1
C007606,REP035,HCP0403,09/25/2024,In-Person,23.5
C006757,REP031,HCP0534,11/24/2024,In-Person,21.0
C004487,REP021,HCP0129,11/28/2024,Phone,10.2
C007213,REP033,HCP0543,20-Apr-2024,In-Person,19.8
C006259,REP028,HCP0117,2024-07-14,Virtual,14.5
C003182,REP015,HCP0139,01/03/2024,Virtual,24.7
C001721,REP008,HCP0102,05/25/2024,In-Person,23.7
C008251,REP037,HCP0565,26-Aug-2024,Virtual,15.3
C000430,REP002,HCP0600,11/17/2024,Virtual,27.2
C002830,REP013,HCP0455,09/09/2024,In-Person,20.5
C002522,REP012,HCP0196,29-Sep-2024,Virtual,15.5
C007824,REP035,HCP0303,2024-02-20,In-Person,18.3
C008150,REP037,HCP0271,29-Sep-2024,Phone,30.6
C008659,REP039,HCP0146,01/09/2024,In-Person,22.3
C001955,REP009,HCP0301,18-Dec-2024,Virtual,29.7
C005688,REP026,HCP0591,13-Aug-2024,Phone,16.9
C003338,REP016,HCP0337,19-May-2024,In-Person,
C006210,REP028,HCP0422,2024-08-02,In-Person,2.3
C005171,REP024,HCP0104,2024-01-23,In-Person ,17.5
C005524,REP025,HCP0421,01-Sep-2024,Virtual,27.7
C000638,REP003,HCP0037,13-Jul-2024,Virtual,14.1
C001671,REP008,HCP0114,31-Aug-2024,Virtual,7.6
C002099,REP010,HCP0166,07/28/2024,In-Person,2.6
C000234,REP002,HCP0456,2024-03-24,Virtual,13.2
C007068,REP032,HCP0546,2024-03-31,In-Person,17.4
C002003,REP010,HCP0154,2024-01-21,Virtual,10.2
C003300,REP016,HCP0550,02/24/2024,  In-Person,17.2
C005917,REP027,HCP0068,2024-11-16,Virtual,27.5
C001003,REP005,HCP0565,2024-12-05,In-Person,26.2
C005809,REP026,HCP0353,2024-11-23,Phone,25.4
C004668,REP021,HCP0598,05/07/2024,Phone,22.8
C007983,REP036,HCP0221,27-Feb-2024,Phone,27.4
C006508,REP030,HCP0328,26-Mar-2024,In-Person,29.5
C003264,REP015,HCP0019,2024-12-21,Virtual,21.1
C001453,REP007,HCP0393,10/25/2024,In-Person,21.5
C002484,REP012,HCP0032,10-May-2024,In-Person,20.5
C004068,REP019,HCP0007,17-Sep-2024,In-Person,19.8
C006909,REP031,HCP0427,10/30/2024,In-Person,18.4
C007018,REP032,HCP0290,18-Dec-2024,In-Person,
C005309,REP024,HCP0084,12/09/2024,In-Person,23.8
C001288,REP006,HCP0546,2024-05-06,Virtual,3.1
C000102,REP001,HCP0373,2024-11-17,In-Person,19.2
C000320,REP002,HCP0385,20-Oct-2024,In-Person,16.5
C003667,REP017,HCP0290,2024-08-15,Phone,10.3
C000626,REP003,HCP0317,2024-05-27,Virtual,17.9
C000734,REP004,HCP0513,2024-10-08,In-Person ,26.8
C007882,REP036,HCP0014,29-Jan-2024,Virtual,20.1
C006069,REP027,HCP0302,2024-09-30,Virtual,23.3
C004982,REP023,HCP0416,01-Jul-2024,In-Person,17.9
C007915,REP036,HCP0346,01/09/2024,In-Person,10.4
C008841,REP040,HCP0224,06-Nov-2024,In-Person,19.8
C004959,REP022,HCP0142,27-May-2024,In-Person,12.8
C000335,REP002,HCP0424,20-Sep-2024,Phone,10.8
C006817,REP031,HCP0498,07-Apr-2024,Virtual,32.4
C001116,REP005,HCP0154,08/06/2024,Virtual,19.4
C003083,REP014,HCP0558,01/28/2024,In-Person,24.0
C003743,REP018,HCP0014,14-Apr-2024,Virtual,17.8
C004621,REP021,HCP0535,2024-01-16,Virtual,7.1
C000462,REP003,HCP0276,12-Nov-2024,Virtual,13.2
C005046,REP023,HCP0423,05-Sep-2024,Phone,
C006120,REP028,HCP0392,12/01/2024,Virtual,
C005004,REP023,HCP0556,11/15/2024,In-Person,22.3
C003321,REP016,HCP0017,02-Jan-2024,In-Person,17.0
C000009,REP001,HCP0364,06/18/2024,In-Person,22.2
C001619,REP008,HCP0462,26-Mar-2024,In-Person,14.9
C000100,REP001,HCP0193,08/28/2024,Phone,19.0
C007655,REP035,HCP0228,27-Oct-2024,Virtual,15.9
C005628,REP026,HCP0150,11/19/2024,In-Person,22.3
C006056,REP027,HCP0516,07-May-2024,Virtual,15.9
C001617,REP008,HCP0256,17-Aug-2024,Phone,10.3
C001146,REP005,HCP0288,02-Mar-2024,In-Person ,21.6
C001184,REP006,HCP0565,2024-12-20,Virtual,38.0
C000032,REP001,HCP0076,04/01/2024,Phone,18.1
C003425,REP017,HCP0470,2024-10-02,Virtual,13.4
C000880,REP005,HCP0103,11-Sep-2024,In-Person,20.0
C003784,REP018,HCP0368,03/30/2024,In-Person,35.2
C001865,REP009,HCP0552,04/23/2024,In-Person,25.4
C006251,REP028,HCP0076,06-Mar-2024,Virtual,21.6
C003853,REP018,HCP0274,02-Mar-2024,In-Person,21.2
C007612,REP035,HCP0344,2024-12-09,  Virtual,11.6
C003468,REP017,HCP0098,2024-06-21,In-Person,15.3
C002946,REP014,HCP0403,10/30/2024,Virtual,13.3
C007972,REP036,HCP0148,2024-03-22,Phone,21.3
C007672,REP035,HCP0105,02-Nov-2024,In-Person,24.8
C007345,REP033,HCP0083,10-Feb-2024,Virtual,14.4
C002421,REP011,HCP0320,2024-07-21,In-Person,21.1
C005538,REP025,HCP0421,02/19/2024,In-Person,17.8
C001898,REP009,HCP0562,10/20/2024,In-Person,29.2
C006591,REP030,HCP0010,07/15/2024,Virtual,25.5
C002095,REP010,HCP0251,09/02/2024,In-Person,14.5
C005800,REP026,HCP0422,11/17/2024,Phone,16.8
C001528,REP007,HCP0243,04/01/2024,In-Person,16.3
C005193,REP024,HCP0523,09/04/2024,In-Person,29.5
C008381,REP038,HCP0454,2024-08-02,In-Person,30.9
C005013,REP023,HCP0576,07/17/2024,In-Person,7.4
C004326,REP020,HCP0295,07/03/2024,Virtual,6.7
C006907,REP031,HCP0390,28-Aug-2024,In-Person,17.0
C003669,REP017,HCP0166,07/10/2024,In-Person,17.4
C001468,REP007,HCP0028,07/17/2024,In-Person,25.2
C001039,REP005,HCP0459,01-Mar-2024,Virtual,34.6
C006342,REP029,HCP0146,04/27/2024,In-Person,11.9
C006257,REP028,HCP0114,05/08/2024,Virtual,5.7
C004897,REP022,HCP0161,24-Aug-2024,Virtual,2.4
C005396,REP025,HCP0068,09-Dec-2024,Virtual,19.0
C005258,REP024,HCP0389,01/23/2024,Phone,23.1
C008428,REP038,HCP0162,02/23/2024,In-Person,8.7
C004058,REP019,HCP0303,2024-01-16,In-Person ,13.2
C007424,REP034,HCP0351,2024-06-09,In-Person,20.0
C004554,REP021,HCP0061,04-Sep-2024,In-Person,21.2
C002888,REP013,HCP0024,22-Dec-2024,In-Person,20.2
C002334,REP011,HCP0453,13-Dec-2024,In-Person,11.2
C001296,REP006,HCP0497,04-Nov-2024,  Phone,11.5
C005460,REP025,HCP0320,16-Feb-2024,In-Person,30.1
C001047,REP005,HCP0068,07/03/2024,In-Person,22.6
C003622,REP017,HCP0316,03/28/2024,In-Person,14.3
C003356,REP016,HCP0209,11/04/2024,Phone,11.4
C001776,REP009,HCP0135,2024-05-20,In-Person,22.1
C002652,REP013,HCP0226,2024-05-31,Phone,23.3
C000466,REP003,HCP0043,2024-01-12,Phone,21.1
C004334,REP020,HCP0329,12-Jan-2024,Phone,14.8
C003724,REP018,HCP0071,03/10/2024,In-Person,
C000292,REP002,HCP0212,2024-01-09,In-Person,12.4
C003350,REP016,HCP0094,2024-12-07,In-Person,28.2
C003033,REP014,HCP0153,19-Mar-2024,Phone,33.4
C005014,REP023,HCP0515,12/27/2024,  Phone,19.2
C001079,REP005,HCP0285,2024-07-09,Virtual,17.6
C001537,REP007,HCP0034,02-May-2024,Virtual,14.4
C005265,REP024,HCP0523,18-Mar-2024,In-Person,10.8
C005113,REP023,HCP0149,20-Apr-2024,Virtual,18.7
C001863,REP009,HCP0301,2024-04-29,Virtual,10.2
C005957,REP027,HCP0075,07/24/2024,Virtual,16.9
C007951,REP036,HCP0107,2024-06-28,In-Person,27.7
C007058,REP032,HCP0364,04/28/2024,In-Person,
C001128,REP005,HCP0286,2024-04-20,In-Person ,13.4
C003618,REP017,HCP0555,06-Jan-2024,Virtual,19.5
C001422,REP007,HCP0332,2024-03-05,In-Person,22.7
C000595,REP003,HCP0351,01/04/2024,In-Person,14.9
C002717,REP013,HCP0589,10-Jan-2024,In-Person,19.4
C003783,REP018,HCP0104,2024-12-20,In-Person,
C007002,REP032,HCP0402,2024-12-20,In-Person,26.5
C002969,REP014,HCP0501,23-May-2024,In-Person,6.2
C007757,REP035,HCP0368,05-Jul-2024,In-Person,16.6
C003096,REP014,HCP0317,02-Jul-2024,Virtual,23.6
C003863,REP018,HCP0060,09-Feb-2024,In-Person,20.8
C002880,REP013,HCP0222,08/14/2024,Virtual,22.2
C005141,REP023,HCP0387,2024-06-28,In-Person,37.3
C004991,REP023,HCP0481,2024-07-02,Virtual,29.0
C002472,REP012,HCP0514,27-Dec-2024,Virtual,22.4
C005432,REP025,HCP0009,24-May-2024,Virtual,13.6
C008844,REP040,HCP0465,2024-04-12,Phone ,16.3
C002555,REP012,HCP0381,19-Dec-2024,In-Person ,14.2
C003616,REP017,HCP0273,2024-09-06,In-Person,13.4
C004042,REP019,HCP0289,2024-10-22,Virtual,25.8
C006823,REP031,HCP0102,05-Oct-2024,Virtual,20.6
C007585,REP035,HCP0366,2024-07-07,In-Person,17.4
C008828,REP040,HCP0019,20-Jun-2024,In-Person,17.1
C008147,REP037,HCP0200,02/07/2024,In-Person,23.6
C003648,REP017,HCP0288,13-May-2024,In-Person,35.5
C008147,REP037,HCP0200,02/07/2024,In-Person,23.6
C006195,REP028,HCP0295,2024-01-30,In-Person,25.7
C002303,REP011,HCP0524,27-Nov-2024,In-Person,16.0
C001993,REP010,HCP0487,11/19/2024,In-Person,18.0
C007052,REP032,HCP0148,07-Apr-2024,In-Person,24.7
C006964,REP032,HCP0150,10/12/2024,In-Person,8.3
C003544,REP017,HCP0405,03-May-2024,In-Person,25.7
C006004,REP027,HCP0433,25-Jan-2024,In-Person,17.0
C008640,REP039,HCP0576,05/22/2024,In-Person,15.5
C001447,REP007,HCP0316,02/22/2024,In-Person,27.8
C008072,REP036,HCP0183,08-Aug-2024,In-Person,14.3
C005227,REP024,HCP0044,10/28/2024,Virtual,12.5
C004130,REP020,HCP0117,06/25/2024,In-Person,16.1
C006847,REP031,HCP0399,2024-01-18,In-Person,13.4
C005935,REP027,HCP0003,06/27/2024,Virtual,21.2
C004011,REP019,HCP0392,2024-09-17,In-Person,17.9
C005036,REP023,HCP0140,10/08/2024,In-Person,19.8
C005248,REP024,HCP0599,27-May-2024,In-Person,10.6
C006519,REP030,HCP0380,2024-02-02,In-Person,18.0
C004340,REP020,HCP0597,17-Oct-2024,In-Person,16.3
C004356,REP020,HCP0146,12/30/2024,In-Person,16.3
C001124,REP005,HCP0513,18-Apr-2024,In-Person,
C002752,REP013,HCP0096,01/20/2024,Virtual,30.6
C004594,REP021,HCP0046,2024-04-28,In-Person,18.1
C008834,REP040,HCP0182,12/15/2024,In-Person,22.7
C006880,REP031,HCP0328,2024-02-29,Phone,36.2
C006562,REP030,HCP0029,2024-06-16,Virtual,18.1
C008675,REP039,HCP0259,25-Jan-2024,Phone,20.5
C006380,REP029,HCP0004,2024-11-28,In-Person,14.5
C001085,REP005,HCP0435,12/17/2024,In-Person,12.4
C000484,REP003,HCP0070,05/07/2024,In-Person,15.3
C007925,REP036,HCP0521,04/10/2024,In-Person,12.4
C002772,REP013,HCP0075,2024-08-12,In-Person,16.3
C002440,REP011,HCP0039,2024-01-31,In-Person,10.7
C000458,REP003,HCP0276,2024-04-30,In-Person,3.0
C004105,REP020,HCP0588,21-Mar-2024,In-Person,19.3
C003756,REP018,HCP0214,2024-07-05,Phone,12.5
C004339,REP020,HCP0471,2024-11-11,Virtual,14.2
C003716,REP018,HCP0133,01/26/2024,Phone,16.0
C004732,REP022,HCP0465,2024-05-07,Virtual,32.7
C008625,REP039,HCP0370,13-Apr-2024,In-Person,9.6
C004123,REP020,HCP0471,2024-01-08,Virtual,10.2
C000331,REP002,HCP0357,05/22/2024,In-Person,19.6
C004418,REP021,HCP0527,03/31/2024,In-Person,14.9
C002813,REP013,HCP0316,2024-06-27,In-Person,8.1
C002447,REP011,HCP0305,12/07/2024,Virtual,20.8
C008782,REP040,HCP0569,01/06/2024,In-Person,19.2
C002706,REP013,HCP0320,19-Jan-2024,Virtual,21.7
C001427,REP007,HCP0257,29-Nov-2024,  Virtual,11.1
C000749,REP004,HCP0161,27-Mar-2024,Virtual,13.1
C004342,REP020,HCP0313,03/27/2024,Phone,18.2
C006216,REP028,HCP0322,08/30/2024,Virtual,7.9
C002692,REP013,HCP0164,01/02/2024,Virtual,
C001702,REP008,HCP0258,2024-09-24,Virtual,13.5
C004025,REP019,HCP0418,10/07/2024,Virtual,27.2
C001746,REP009,HCP0020,2024-11-21,Virtual,17.1
C002200,REP011,HCP0214,08-Feb-2024,  In-Person,21.2
C004186,REP020,HCP0369,10-Jul-2024,In-Person,6.7
C007956,REP036,HCP0115,2024-07-04,In-Person,30.0
C004830,REP022,HCP0210,09/20/2024,Phone,14.7
C004075,REP019,HCP0573,18-Aug-2024,Virtual,26.0
C007802,REP035,HCP0191,02/03/2024,In-Person,18.0
C006577,REP030,HCP0050,12/04/2024,Phone,28.1
C006437,REP029,HCP0332,03/17/2024,In-Person,23.3
C001057,REP005,HCP0164,23-Oct-2024,Phone,10.8
C001088,REP005,HCP0165,03-Sep-2024,In-Person,10.3
C002767,REP013,HCP0056,04-Aug-2024,In-Person,22.5
C002165,REP010,HCP0182,08-Nov-2024,  In-Person,17.5
C002996,REP014,HCP0125,10/25/2024,In-Person,10.2
C007736,REP035,HCP0596,16-Aug-2024,Virtual,28.7
C001350,REP007,HCP0461,22-Jun-2024,In-Person,24.5
C004247,REP020,HCP0135,02-May-2024,Phone,17.9
C008641,REP039,HCP0481,01-Apr-2024,In-Person,21.4
C003419,REP016,HCP0509,2024-01-30,In-Person,23.2
C008120,REP037,HCP0494,20-Apr-2024,Virtual,9.7
C005274,REP024,HCP0410,2024-06-30,In-Person,18.2
C007322,REP033,HCP0482,04-Jul-2024,In-Person,22.9
C000665,REP004,HCP0449,02/26/2024,In-Person,18.9
C005936,REP027,HCP0569,07/24/2024,Virtual,12.1
C000842,REP004,HCP0036,10/11/2024,In-Person,24.7
C007817,REP035,HCP0595,28-Jul-2024,In-Person,15.4
C005049,REP023,HCP0256,28-Nov-2024,In-Person,16.4
C004020,REP019,HCP0141,02/26/2024,In-Person,17.5
C008878,REP040,HCP0151,2024-07-27,In-Person,18.9
C007819,REP035,HCP0451,10/07/2024,In-Person,9.9
C007574,REP034,HCP0526,08/11/2024,In-Person,16.3
C004768,REP022,HCP0282,03-May-2024,In-Person,13.4
C008226,REP037,HCP0377,2024-07-30,In-Person,18.7
C006555,REP030,HCP0289,27-Jul-2024,In-Person,20.7
C008017,REP036,HCP0128,12/23/2024,In-Person,31.0
C008857,REP040,HCP0316,2024-09-11,Virtual,29.6
C003591,REP017,HCP0056,09/16/2024,In-Person ,14.5
C004030,REP019,HCP0176,06-Dec-2024,Virtual ,32.3
C004077,REP019,HCP0226,2024-10-08,In-Person,
C005103,REP023,HCP0079,12/04/2024,In-Person,20.3
C002292,REP011,HCP0147,2024-02-13,Virtual,22.7
C005442,REP025,HCP0210,07-Apr-2024,  In-Person,27.6
C005091,REP023,HCP0031,26-Nov-2024,Virtual,14.7
C006814,REP031,HCP0390,2024-10-19,Virtual,23.6
C006082,REP027,HCP0161,08-Aug-2024,In-Person,18.1
C000541,REP003,HCP0067,06/19/2024,In-Person,11.9
C000602,REP003,HCP0087,12-Jul-2024,Virtual,19.8
